"id","cyberball","focus","ostracism_condition","self_other_condition","ios_condition","ios_outcome","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
71,1,2,"included","green","group_green_other",4,6,NA,"prepared well and fits the job role well",1,1,"stability_other6","locus_other6"
71,1,2,"included","green","group_green_other",4,7,NA,"Have good friends and the friend is a kind person",1.5,4,"stability_other7","locus_other7"
71,1,2,"included","green","group_green_other",4,8,NA,"has been working hard and thats been recognised",1.5,1.5,"stability_other8","locus_other8"
71,1,2,"included","green","group_green_other",4,9,NA,"prepared and worked hard on the project",1.5,1.5,"stability_other9","locus_other9"
71,1,2,"included","green","group_green_other",4,10,NA,"feel more comfortable with each other",2.5,2.5,"stability_other10","locus_other10"
72,1,2,"included","green","group_green_other",6,1,NA,"Meeting someone outside of their team",3.5,3,"stability_other1","locus_other1"
72,1,2,"included","green","group_green_other",6,2,NA,"An assumption of the member of group Green and the Green team",3,1,"stability_other2","locus_other2"
72,1,2,"included","green","group_green_other",6,3,NA,"Potentially group green has been taught incorrectly",2,1,"stability_other3","locus_other3"
72,1,2,"included","green","group_green_other",6,4,NA,"Favourable to members only in the green group",3,1,"stability_other4","locus_other4"
72,1,2,"included","green","group_green_other",6,5,NA,"The do not like the member who has approached them and is not in their team",4.5,1,"stability_other5","locus_other5"
72,1,2,"included","green","group_green_other",6,6,NA,"They researched for their new role",2,2,"stability_other6","locus_other6"
72,1,2,"included","green","group_green_other",6,7,NA,"Someone new that they are meeting",1.5,4.5,"stability_other7","locus_other7"
72,1,2,"included","green","group_green_other",6,8,NA,"The member worked hard for the raise",1.5,1,"stability_other8","locus_other8"
72,1,2,"included","green","group_green_other",6,9,NA,"Intelligent in the subject of the project",2,2,"stability_other9","locus_other9"
72,1,2,"included","green","group_green_other",6,10,NA,"The favour their partners team",1,1.5,"stability_other10","locus_other10"
73,2,1,"excluded","yellow","group_yellow_own",2,1,"Because they are favouring others",NA,5,3,"stability_self1","locus_self1"
73,2,1,"excluded","yellow","group_yellow_own",2,2,"He was Tired",NA,1.5,4,"stability_self2","locus_self2"
73,2,1,"excluded","yellow","group_yellow_own",2,3,"They judge by the group colour",NA,3.5,3,"stability_self3","locus_self3"
73,2,1,"excluded","yellow","group_yellow_own",2,4,"Because they do not have back up from another group member",NA,3.5,5,"stability_self4","locus_self4"
73,2,1,"excluded","yellow","group_yellow_own",2,5,"Was busy",NA,4,4,"stability_self5","locus_self5"
73,2,1,"excluded","yellow","group_yellow_own",2,6,"Hard working and resilient",NA,2.5,2,"stability_self6","locus_self6"
73,2,1,"excluded","yellow","group_yellow_own",2,7,"Friend was nice",NA,2.5,1,"stability_self7","locus_self7"
73,2,1,"excluded","yellow","group_yellow_own",2,8,"Hardworking",NA,1.5,1,"stability_self8","locus_self8"
73,2,1,"excluded","yellow","group_yellow_own",2,9,"Hardworking",NA,1.5,1.5,"stability_self9","locus_self9"
73,2,1,"excluded","yellow","group_yellow_own",2,10,"Because they have common interests",NA,3,2.5,"stability_self10","locus_self10"
74,2,2,"excluded","green","group_green_other",5,1,NA,"This person must have either knowingly or not have caused some type of harm to the other",2.5,2,"stability_other1","locus_other1"
74,2,2,"excluded","green","group_green_other",5,2,NA,"Green has trouble keeping up with their priorities",3.5,2,"stability_other2","locus_other2"
74,2,2,"excluded","green","group_green_other",5,3,NA,"The member didn't do a background the check on the audience before creating their speech.",3,2,"stability_other3","locus_other3"
74,2,2,"excluded","green","group_green_other",5,4,NA,"An argument may have erupted between the two",2.5,3,"stability_other4","locus_other4"
74,2,2,"excluded","green","group_green_other",5,5,NA,"This friend may not be on good terms with the green member.",4.5,4,"stability_other5","locus_other5"
74,2,2,"excluded","green","group_green_other",5,6,NA,"The had the necessary skills and pull to get the job",3.5,4,"stability_other6","locus_other6"
74,2,2,"excluded","green","group_green_other",5,7,NA,"This person is more attractive than usual to the other person to make such a compliment",2.5,2,"stability_other7","locus_other7"
74,2,2,"excluded","green","group_green_other",5,8,NA,"This person performed so well at their job that they were awarded a raise",4.5,4,"stability_other8","locus_other8"
74,2,2,"excluded","green","group_green_other",5,9,NA,"The member knew what was required for the project and did it well.",4,4,"stability_other9","locus_other9"
74,2,2,"excluded","green","group_green_other",5,10,NA,"This person may have changed their ways positively and their partner has taken notice of this.",2,4,"stability_other10","locus_other10"
75,1,1,"included","yellow","group_yellow_own",2,1,"The friend may be stressed",NA,3.5,4.5,"stability_self1","locus_self1"
75,1,1,"included","yellow","group_yellow_own",2,2,"They have too much work to do and not enough time.",NA,4,4,"stability_self2","locus_self2"
75,1,1,"included","yellow","group_yellow_own",2,3,"They didn't prepare enough for the particular audience",NA,4,2.5,"stability_self3","locus_self3"
75,1,1,"included","yellow","group_yellow_own",2,4,"The other person may not like them",NA,4,4,"stability_self4","locus_self4"
75,1,1,"included","yellow","group_yellow_own",2,5,"They have their own problems",NA,3.5,1,"stability_self5","locus_self5"
75,1,1,"included","yellow","group_yellow_own",2,6,"That they are the right person for the job ",NA,2,1,"stability_self6","locus_self6"
75,1,1,"included","yellow","group_yellow_own",2,7,"Their friend is a nice person",NA,3,5,"stability_self7","locus_self7"
75,1,1,"included","yellow","group_yellow_own",2,8,"They are competent at their job",NA,2.5,1.5,"stability_self8","locus_self8"
75,1,1,"included","yellow","group_yellow_own",2,9,"They put a lot of work into the project",NA,3,1.5,"stability_self9","locus_self9"
75,1,1,"included","yellow","group_yellow_own",2,10,"They are happy so causing the other person to be happy too",NA,3,2.5,"stability_self10","locus_self10"
76,2,2,"excluded","green","group_green_other",6,1,NA,"Selfish",3.5,2.5,"stability_other1","locus_other1"
76,2,2,"excluded","green","group_green_other",6,2,NA,"Don't have time to complete the work",5,2.5,"stability_other2","locus_other2"
76,2,2,"excluded","green","group_green_other",6,3,NA,"They said something that was unpopular ",3,2.5,"stability_other3","locus_other3"
76,2,2,"excluded","green","group_green_other",6,4,NA,"They did not share the same interests ",3,3,"stability_other4","locus_other4"
76,2,2,"excluded","green","group_green_other",6,5,NA,"They don't care about other people's problems.",1,1,"stability_other5","locus_other5"
76,2,2,"excluded","green","group_green_other",6,6,NA,"They had the right skills for the job.",1,1,"stability_other6","locus_other6"
76,2,2,"excluded","green","group_green_other",6,7,NA,"They have been looking after themselves.",5,5,"stability_other7","locus_other7"
76,2,2,"excluded","green","group_green_other",6,8,NA,"Because they are good at their job",2,4,"stability_other8","locus_other8"
76,2,2,"excluded","green","group_green_other",6,9,NA,"Did well on the project",2,4.5,"stability_other9","locus_other9"
76,2,2,"excluded","green","group_green_other",6,10,NA,"They are a good partner so in turn get treated nicely.",5,5,"stability_other10","locus_other10"
77,1,1,"included","yellow","group_yellow_own",2,3,"Unwelcome news that was communicated.",NA,3,3.5,"stability_self3","locus_self3"
77,1,1,"included","yellow","group_yellow_own",2,4,"They met a member of the green/blue group.",NA,3,3,"stability_self4","locus_self4"
77,1,1,"included","yellow","group_yellow_own",2,6,"Determination to obtain the job.",NA,2,2,"stability_self6","locus_self6"
77,1,1,"included","yellow","group_yellow_own",2,7,"Paying a compliment to the other person.",NA,2.5,3,"stability_self7","locus_self7"
77,1,1,"included","yellow","group_yellow_own",2,8,"Why did they get this? Did they deserve it?",NA,3,3,"stability_self8","locus_self8"
77,1,1,"included","yellow","group_yellow_own",2,9,"They worked very hard on this project so probably deserved the praise.",NA,3,2,"stability_self9","locus_self9"
77,1,1,"included","yellow","group_yellow_own",2,10,"Depends on the relationship.",NA,3,4,"stability_self10","locus_self10"
78,1,2,"included","green","group_green_other",2,2,NA,"lack of commitment ",4,2.5,"stability_other2","locus_other2"
78,1,2,"included","green","group_green_other",2,3,NA,"poor communication skills",5,3.5,"stability_other3","locus_other3"
78,1,2,"included","green","group_green_other",2,4,NA,"character conflict",4,3.5,"stability_other4","locus_other4"
78,1,2,"included","green","group_green_other",2,5,NA,"lack of confidence",4,2.5,"stability_other5","locus_other5"
78,1,2,"included","green","group_green_other",2,6,NA,"confidence in qualification",2,1,"stability_other6","locus_other6"
78,1,2,"included","green","group_green_other",2,7,NA,"confidence",1,1,"stability_other7","locus_other7"
78,1,2,"included","green","group_green_other",2,8,NA,"individual value to co.",2.5,1,"stability_other8","locus_other8"
78,1,2,"included","green","group_green_other",2,9,NA,"positive outlook",3,1,"stability_other9","locus_other9"
78,1,2,"included","green","group_green_other",2,10,NA,"admiration of skills",3,1,"stability_other10","locus_other10"
79,1,1,"included","yellow","group_yellow_own",2,1,"didn't feel that they passed them the ball enough",NA,4,3,"stability_self1","locus_self1"
79,1,1,"included","yellow","group_yellow_own",2,2,"they didn't try hard enough",NA,4,2.5,"stability_self2","locus_self2"
79,1,1,"included","yellow","group_yellow_own",2,3,"the issue was contentious but likely true and honest",NA,3,5,"stability_self3","locus_self3"
79,1,1,"included","yellow","group_yellow_own",2,4,"different personalities",NA,4.5,4,"stability_self4","locus_self4"
79,1,1,"included","yellow","group_yellow_own",2,5,"they don't like the  friend  because of something they said or did",NA,4,3.5,"stability_self5","locus_self5"
79,1,1,"included","yellow","group_yellow_own",2,6,"they tried hard to get something they were passionate about",NA,1,1,"stability_self6","locus_self6"
79,1,1,"included","yellow","group_yellow_own",2,7,"they take pride in how they look so they put the physical work in",NA,3,2,"stability_self7","locus_self7"
79,1,1,"included","yellow","group_yellow_own",2,8,"worked harder",NA,2,1.5,"stability_self8","locus_self8"
79,1,1,"included","yellow","group_yellow_own",2,9,"they were passionate about the project so they put a lot of work in",NA,1,1,"stability_self9","locus_self9"
79,1,1,"included","yellow","group_yellow_own",2,10,"they've been able to provide more things to make their partner happy",NA,3,2.5,"stability_self10","locus_self10"
80,1,1,"included","yellow","group_yellow_own",2,1,"The friend has been told something bad about them.",NA,3,4,"stability_self1","locus_self1"
80,1,1,"included","yellow","group_yellow_own",2,2,"They underestimated their workload.",NA,4,2,"stability_self2","locus_self2"
80,1,1,"included","yellow","group_yellow_own",2,3,"They didn't communicate their point effectively.",NA,5,2.5,"stability_self3","locus_self3"
80,1,1,"included","yellow","group_yellow_own",2,4,"There was a misunderstanding between them.",NA,5,3,"stability_self4","locus_self4"
80,1,1,"included","yellow","group_yellow_own",2,5,"They do not think the person asking for help deserves it.",NA,3,4,"stability_self5","locus_self5"
80,1,1,"included","yellow","group_yellow_own",2,6,"They are intelligent and qualified for the position.",NA,4,1.5,"stability_self6","locus_self6"
80,1,1,"included","yellow","group_yellow_own",2,7,"Their artistic way of dressing.",NA,1,2,"stability_self7","locus_self7"
80,1,1,"included","yellow","group_yellow_own",2,8,"They have been working very hard recently.",NA,3.5,2,"stability_self8","locus_self8"
80,1,1,"included","yellow","group_yellow_own",2,9,"They put in a large amount of effort.",NA,4,2,"stability_self9","locus_self9"
80,1,1,"included","yellow","group_yellow_own",2,10,"They have done something kind for their partner.",NA,2,2,"stability_self10","locus_self10"
81,2,2,"excluded","green","group_green_other",6,2,NA,"laziness",4,2.5,"stability_other2","locus_other2"
81,2,2,"excluded","green","group_green_other",6,5,NA,"Prejudiced",4,2.5,"stability_other5","locus_other5"
81,2,2,"excluded","green","group_green_other",6,6,NA,"persistence",2.5,1.5,"stability_other6","locus_other6"
81,2,2,"excluded","green","group_green_other",6,7,NA,"Attention to detail",2,2.5,"stability_other7","locus_other7"
81,2,2,"excluded","green","group_green_other",6,8,NA,"attention to detail",2.5,2.5,"stability_other8","locus_other8"
81,2,2,"excluded","green","group_green_other",6,9,NA,"Persistence",3.5,2.5,"stability_other9","locus_other9"
81,2,2,"excluded","green","group_green_other",6,10,NA,"lies",3.5,3,"stability_other10","locus_other10"
82,2,1,"excluded","yellow","group_yellow_own",5,1,"Possible the yellow group member was an unwelcoming person",NA,2,4,"stability_self1","locus_self1"
82,2,1,"excluded","yellow","group_yellow_own",5,2,"Incompetence on the member seeking help",NA,4,2,"stability_self2","locus_self2"
82,2,1,"excluded","yellow","group_yellow_own",5,3,"They probably said something mildly offenisive to  the people addressed.",NA,4,1.5,"stability_self3","locus_self3"
82,2,1,"excluded","yellow","group_yellow_own",5,4,"Yellow was likely unlikeable",NA,4.5,4,"stability_self4","locus_self4"
82,2,1,"excluded","yellow","group_yellow_own",5,5,"Member of Yellow is possibly not liked very much",NA,4,2,"stability_self5","locus_self5"
82,2,1,"excluded","yellow","group_yellow_own",5,6,"They probably just got lucky",NA,4.5,4,"stability_self6","locus_self6"
82,2,1,"excluded","yellow","group_yellow_own",5,7,"Yellow probably tried really hard  to be a person pleaser",NA,5,3,"stability_self7","locus_self7"
82,2,1,"excluded","yellow","group_yellow_own",5,8,"Probably due to the fact they wriggled through and  found a shortcut",NA,3,4,"stability_self8","locus_self8"
82,2,1,"excluded","yellow","group_yellow_own",5,9,"Worked hard because they felt like an outlier.",NA,2,3,"stability_self9","locus_self9"
82,2,1,"excluded","yellow","group_yellow_own",5,10,"Would feel good for them genuinely. Partner relations don't always need to be specific for the single person",NA,4,1.5,"stability_self10","locus_self10"
83,2,1,"excluded","yellow","group_yellow_own",2,2,"Maybe they struggled with the work or maybe they alot of time on certain bits that they cant finish it all",NA,3,3,"stability_self2","locus_self2"
83,2,1,"excluded","yellow","group_yellow_own",2,3,"Because you cant always please everyone with what you say",NA,3,3,"stability_self3","locus_self3"
83,2,1,"excluded","yellow","group_yellow_own",2,5,"Then they are not really a friend!",NA,3,3,"stability_self5","locus_self5"
83,2,1,"excluded","yellow","group_yellow_own",2,6,"They applied for the job and others in the group supported them and wished them well",NA,2,2.5,"stability_self6","locus_self6"
83,2,1,"excluded","yellow","group_yellow_own",2,7,"This is because they look nice",NA,3,3,"stability_self7","locus_self7"
83,2,1,"excluded","yellow","group_yellow_own",2,8,"they must have worked really hard",NA,3,3,"stability_self8","locus_self8"
83,2,1,"excluded","yellow","group_yellow_own",2,9,"That is because they have obviously done a really good job",NA,3,3,"stability_self9","locus_self9"
83,2,1,"excluded","yellow","group_yellow_own",2,10,"That is just because they have a great relationship",NA,3,3,"stability_self10","locus_self10"
84,2,1,"excluded","yellow","group_yellow_own",6,1,"Because of a previous bad experience with another member of the group yellow",NA,3.5,3,"stability_self1","locus_self1"
84,2,1,"excluded","yellow","group_yellow_own",6,2,"This may be because that member of yellow doesn't have the ability to complete all of this work",NA,3,3,"stability_self2","locus_self2"
84,2,1,"excluded","yellow","group_yellow_own",6,3,"Because the speech/talk may not have been satisfactory for the audience",NA,3,3.5,"stability_self3","locus_self3"
84,2,1,"excluded","yellow","group_yellow_own",6,4,"Because the opposing person doesn't like yellow or has already concocted options on said member because of there predetermined colour",NA,3.5,2,"stability_self4","locus_self4"
84,2,1,"excluded","yellow","group_yellow_own",6,5,"The member of group yellow who doesn't help isn't a good friend of the other person or that is his characteristic/personality",NA,2.5,4.5,"stability_self5","locus_self5"
84,2,1,"excluded","yellow","group_yellow_own",6,6,"They aren't as proficient at the job as they thought when applying.",NA,4,5,"stability_self6","locus_self6"
84,2,1,"excluded","yellow","group_yellow_own",6,7,"They have a nice appearance/are being treated nicely by their friend. ",NA,3.5,3.5,"stability_self7","locus_self7"
84,2,1,"excluded","yellow","group_yellow_own",6,8,"They worked hard at the job and were satisfactory enough to their superiors they were given a raise",NA,3,4.5,"stability_self8","locus_self8"
84,2,1,"excluded","yellow","group_yellow_own",6,9,"The project was well made and showed correct and interesting results",NA,2,3.5,"stability_self9","locus_self9"
84,2,1,"excluded","yellow","group_yellow_own",6,10,"They are perhaps a better partner than the person in comparison towards",NA,4,5,"stability_self10","locus_self10"
85,1,1,"included","yellow","group_yellow_own",2,1,"The yellow member had previously said something offensive about the friend, who in turn acts hostile to them when they see eachother.",NA,2.5,1,"stability_self1","locus_self1"
85,1,1,"included","yellow","group_yellow_own",2,2,"The yellow member has been overloaded with unexpected work and cannot complete the required amount of tasks",NA,4,1,"stability_self2","locus_self2"
85,1,1,"included","yellow","group_yellow_own",2,3,"The speaker sounded arrogant/condescending while talking",NA,2,1,"stability_self3","locus_self3"
85,1,1,"included","yellow","group_yellow_own",2,4,"The other person comes across as very rude and offends the member of my (yellow)group",NA,3,5,"stability_self4","locus_self4"
85,1,1,"included","yellow","group_yellow_own",2,5,"The member from yellow does not feel qualified/equipped to help the person with their problem",NA,2,2,"stability_self5","locus_self5"
85,1,1,"included","yellow","group_yellow_own",2,6,"The member spent a good amount of time researching the employer, understanding the job and practicing interview questions.",NA,2,1,"stability_self6","locus_self6"
85,1,1,"included","yellow","group_yellow_own",2,7,"Yellow had taken the time to shower and style their hair, as well as make an effort with a new outfit.",NA,3,1,"stability_self7","locus_self7"
85,1,1,"included","yellow","group_yellow_own",2,8,"The yellow member has been working harder at their job and significantly increased productivity.",NA,1.5,1,"stability_self8","locus_self8"
85,1,1,"included","yellow","group_yellow_own",2,9,"The member spent a large amount of time conducting research and reviewing the project before submitting it.",NA,2,1,"stability_self9","locus_self9"
85,1,1,"included","yellow","group_yellow_own",2,10,"The relationship has improved over time, better communication has lead to a more intimate and loving relationship",NA,3.5,3,"stability_self10","locus_self10"
86,2,2,"excluded","green","group_green_other",5,1,NA,"they've fallen out",5,4.5,"stability_other1","locus_other1"
86,2,2,"excluded","green","group_green_other",5,2,NA,"theyre busy",1.5,2,"stability_other2","locus_other2"
86,2,2,"excluded","green","group_green_other",5,3,NA,"theyre not a member of that group",5,5,"stability_other3","locus_other3"
86,2,2,"excluded","green","group_green_other",5,4,NA,"nothing in common ",3,5,"stability_other4","locus_other4"
86,2,2,"excluded","green","group_green_other",5,5,NA,"theyre in different groups",4,4,"stability_other5","locus_other5"
86,2,2,"excluded","green","group_green_other",5,6,NA,"they know the person offering the job",1,1.5,"stability_other6","locus_other6"
86,2,2,"excluded","green","group_green_other",5,7,NA,"theyre friends",1,1,"stability_other7","locus_other7"
86,2,2,"excluded","green","group_green_other",5,8,NA,"they worked hard",1,5,"stability_other8","locus_other8"
86,2,2,"excluded","green","group_green_other",5,9,NA,"theyre in the same group",1,1,"stability_other9","locus_other9"
86,2,2,"excluded","green","group_green_other",5,10,NA,"theye on the same team",1,1,"stability_other10","locus_other10"
87,2,1,"excluded","yellow","group_yellow_own",2,2,"they have been given to much work to do ",NA,3,4,"stability_self2","locus_self2"
87,2,1,"excluded","yellow","group_yellow_own",2,3,"the crowd are trying to just be negative to disresect the member yellow ",NA,3.5,3,"stability_self3","locus_self3"
87,2,1,"excluded","yellow","group_yellow_own",2,4,"the other person is a bad person ",NA,2.5,2,"stability_self4","locus_self4"
87,2,1,"excluded","yellow","group_yellow_own",2,5,"he doesnt have a answer to help ",NA,4,2.5,"stability_self5","locus_self5"
87,2,1,"excluded","yellow","group_yellow_own",2,6,"they were suitable for the job ",NA,2.5,3,"stability_self6","locus_self6"
87,2,1,"excluded","yellow","group_yellow_own",2,7,"they look well presented ",NA,1.5,2,"stability_self7","locus_self7"
87,2,1,"excluded","yellow","group_yellow_own",2,8,"they worked hard for it ",NA,2,2,"stability_self8","locus_self8"
87,2,1,"excluded","yellow","group_yellow_own",2,9,"they did well",NA,2,1.5,"stability_self9","locus_self9"
87,2,1,"excluded","yellow","group_yellow_own",2,10,"they deserved it ",NA,3,3,"stability_self10","locus_self10"
88,2,1,"excluded","yellow","group_yellow_own",4,2,"not enough information to say, but probably because he has too much work and/or is not completing his tasks quickly enough",NA,3,2,"stability_self2","locus_self2"
88,2,1,"excluded","yellow","group_yellow_own",4,3,"presumably the audience didn't agree with whatever he was saying",NA,3.5,3.5,"stability_self3","locus_self3"
88,2,1,"excluded","yellow","group_yellow_own",4,6,"they must have had the necessary skills for the job, and interviewed well",NA,2,2,"stability_self6","locus_self6"
88,2,1,"excluded","yellow","group_yellow_own",4,7,"the friend may not have seen the person for a while, and they have made some effort to improve their appearance or looks which is partly unexpected",NA,3,2,"stability_self7","locus_self7"
88,2,1,"excluded","yellow","group_yellow_own",4,8,"must be performing well at his job",NA,3,2,"stability_self8","locus_self8"
88,2,1,"excluded","yellow","group_yellow_own",4,9,"he must have completed the project quickly, and/or with good results for all concerned",NA,3,4,"stability_self9","locus_self9"
88,2,1,"excluded","yellow","group_yellow_own",4,10,"absolutely no idea from the information given, but maybe the member did something nice that his partner liked",NA,3,2,"stability_self10","locus_self10"
89,1,2,"included","green","group_green_other",7,1,NA,"their own attitude going into the meeting was bad",5,2,"stability_other1","locus_other1"
89,1,2,"included","green","group_green_other",7,2,NA,"their own laziness",1,1,"stability_other2","locus_other2"
89,1,2,"included","green","group_green_other",7,3,NA,"their lack of ability in public speaking",2.5,1,"stability_other3","locus_other3"
89,1,2,"included","green","group_green_other",7,4,NA,"they were too selfish and happy to exclude this person in the past",2.5,1,"stability_other4","locus_other4"
89,1,2,"included","green","group_green_other",7,5,NA,"they are too selfish to care",1,1,"stability_other5","locus_other5"
89,1,2,"included","green","group_green_other",7,6,NA,"they know someone who works there and got in for reasons other than their own merit.",2.5,4,"stability_other6","locus_other6"
89,1,2,"included","green","group_green_other",7,7,NA,"their friend doesn't believe it. They are complimenting them in order to get something out of them",3,2.5,"stability_other7","locus_other7"
89,1,2,"included","green","group_green_other",7,8,NA,"they are related to their boss and it was merely nepotism",4,1,"stability_other8","locus_other8"
89,1,2,"included","green","group_green_other",7,9,NA,"they got help doing it from someone else",2,2,"stability_other9","locus_other9"
89,1,2,"included","green","group_green_other",7,10,NA,"they have manipulated their partner into this situation",5,3,"stability_other10","locus_other10"
90,1,2,"included","green","group_green_other",3,1,NA,"The friend is hostile.",4.5,4.5,"stability_other1","locus_other1"
90,1,2,"included","green","group_green_other",3,2,NA,"They are expected to do too much.",4,3.5,"stability_other2","locus_other2"
90,1,2,"included","green","group_green_other",3,3,NA,"Green is bad at talks.",2,2,"stability_other3","locus_other3"
90,1,2,"included","green","group_green_other",3,4,NA,"They have differences.",3,3.5,"stability_other4","locus_other4"
90,1,2,"included","green","group_green_other",3,5,NA,"Green is not very caring.",2,2,"stability_other5","locus_other5"
90,1,2,"included","green","group_green_other",3,6,NA,"They are qualified",2,3,"stability_other6","locus_other6"
90,1,2,"included","green","group_green_other",3,7,NA,"They have a nice appearance.",4,4,"stability_other7","locus_other7"
90,1,2,"included","green","group_green_other",3,8,NA,"They asked for a raise.",3,2,"stability_other8","locus_other8"
90,1,2,"included","green","group_green_other",3,9,NA,"The project is good.",3,2.5,"stability_other9","locus_other9"
90,1,2,"included","green","group_green_other",3,10,NA,"Their partner is loving.",2,4,"stability_other10","locus_other10"
91,1,2,"included","green","group_green_other",5,2,NA,"They can't complete the work",3,2,"stability_other2","locus_other2"
91,1,2,"included","green","group_green_other",5,3,NA,"The audience did notlike what the person had to say",3.5,2.5,"stability_other3","locus_other3"
91,1,2,"included","green","group_green_other",5,4,NA,"The interaction went badly",4,3,"stability_other4","locus_other4"
91,1,2,"included","green","group_green_other",5,5,NA,"They are a bad friend",2,3,"stability_other5","locus_other5"
91,1,2,"included","green","group_green_other",5,6,NA,"They want a job",4,3,"stability_other6","locus_other6"
91,1,2,"included","green","group_green_other",5,7,NA,"They are nice",4,3,"stability_other7","locus_other7"
91,1,2,"included","green","group_green_other",5,8,NA,"The person makes more money now",3.5,3,"stability_other8","locus_other8"
91,1,2,"included","green","group_green_other",5,9,NA,"The person did a good job",3,2.5,"stability_other9","locus_other9"
91,1,2,"included","green","group_green_other",5,10,NA,"The partner has become more loving",4,5,"stability_other10","locus_other10"
92,1,1,"included","yellow","group_yellow_own",2,1,"maybe the member of the group was acting suspicious. ",NA,3,5,"stability_self1","locus_self1"
92,1,1,"included","yellow","group_yellow_own",2,2,"could of had an injury.",NA,4,4,"stability_self2","locus_self2"
92,1,1,"included","yellow","group_yellow_own",2,3,"the member from group yellow giving an important talk.",NA,4,3,"stability_self3","locus_self3"
92,1,1,"included","yellow","group_yellow_own",2,5,"because the member of the group was selfish.",NA,2.5,5,"stability_self5","locus_self5"
92,1,1,"included","yellow","group_yellow_own",2,6,"cause he was desperate for the job.",NA,2,5,"stability_self6","locus_self6"
92,1,1,"included","yellow","group_yellow_own",2,7,"cause he looks after himself well.",NA,3,3,"stability_self7","locus_self7"
92,1,1,"included","yellow","group_yellow_own",2,8,"because he was doing a great job.",NA,2,3,"stability_self8","locus_self8"
92,1,1,"included","yellow","group_yellow_own",2,9,"because he put more effort into his project than others.",NA,4,3,"stability_self9","locus_self9"
92,1,1,"included","yellow","group_yellow_own",2,10,"because he's more caring and kind.",NA,3,3,"stability_self10","locus_self10"
93,1,2,"included","green","group_green_other",5,1,NA,"they had lied to their friend",4,1,"stability_other1","locus_other1"
93,1,2,"included","green","group_green_other",5,2,NA,"They have been procrastinating",2,1,"stability_other2","locus_other2"
93,1,2,"included","green","group_green_other",5,3,NA,"They were too nervous",3,1.5,"stability_other3","locus_other3"
93,1,2,"included","green","group_green_other",5,4,NA,"the other person is rude",4,4.5,"stability_other4","locus_other4"
93,1,2,"included","green","group_green_other",5,5,NA,"They don't care",2,2,"stability_other5","locus_other5"
93,1,2,"included","green","group_green_other",5,6,NA,"the interview went well",2.5,1.5,"stability_other6","locus_other6"
93,1,2,"included","green","group_green_other",5,7,NA,"The got a new haircut",3.5,3,"stability_other7","locus_other7"
93,1,2,"included","green","group_green_other",5,8,NA,"They have been working hard",2,1.5,"stability_other8","locus_other8"
93,1,2,"included","green","group_green_other",5,9,NA,"The worked well with their team members",2.5,3,"stability_other9","locus_other9"
93,1,2,"included","green","group_green_other",5,10,NA,"they bought their partner a gift",3.5,2,"stability_other10","locus_other10"
94,1,2,"included","green","group_green_other",2,2,NA,"stress",5,3,"stability_other2","locus_other2"
94,1,2,"included","green","group_green_other",2,3,NA,"lack of skill",3,3,"stability_other3","locus_other3"
94,1,2,"included","green","group_green_other",2,5,NA,"ignorance",1.5,3,"stability_other5","locus_other5"
94,1,2,"included","green","group_green_other",2,6,NA,"skill",3.5,4,"stability_other6","locus_other6"
94,1,2,"included","green","group_green_other",2,7,NA,"good grooming",1,2,"stability_other7","locus_other7"
94,1,2,"included","green","group_green_other",2,8,NA,"persuasion",3,3,"stability_other8","locus_other8"
94,1,2,"included","green","group_green_other",2,9,NA,"skill",3,3.5,"stability_other9","locus_other9"
94,1,2,"included","green","group_green_other",2,10,NA,"luck",5,3,"stability_other10","locus_other10"
95,2,2,"excluded","green","group_green_other",6,1,NA,"He didn't share equally in the ball toss game",4,3,"stability_other1","locus_other1"
95,2,2,"excluded","green","group_green_other",6,2,NA,"He wasn't given enough time",5,4,"stability_other2","locus_other2"
95,2,2,"excluded","green","group_green_other",6,3,NA,"The member comes across as arrogant",3,1.5,"stability_other3","locus_other3"
95,2,2,"excluded","green","group_green_other",6,4,NA,"The person from group green is full of himself",3,2,"stability_other4","locus_other4"
95,2,2,"excluded","green","group_green_other",6,5,NA,"He is selfish",3.5,3,"stability_other5","locus_other5"
95,2,2,"excluded","green","group_green_other",6,6,NA,"He was the best candidate for the job",3,1,"stability_other6","locus_other6"
95,2,2,"excluded","green","group_green_other",6,7,NA,"He looks good",2,1,"stability_other7","locus_other7"
95,2,2,"excluded","green","group_green_other",6,8,NA,"He performed well in his job",3,2,"stability_other8","locus_other8"
95,2,2,"excluded","green","group_green_other",6,9,NA,"The project was done for group green",2.5,1.5,"stability_other9","locus_other9"
95,2,2,"excluded","green","group_green_other",6,10,NA,"The partner is part of group blue",2,3,"stability_other10","locus_other10"
96,2,2,"excluded","green","group_green_other",7,1,NA,"The friend doesn't like hanging out with a bully anymore.",4,2.5,"stability_other1","locus_other1"
96,2,2,"excluded","green","group_green_other",7,2,NA,"They don't know how to work ethically and in a timely manner.",3,1,"stability_other2","locus_other2"
96,2,2,"excluded","green","group_green_other",7,4,NA,"I assume the other person saw who they really were and wanted no part of it.",2,3,"stability_other4","locus_other4"
96,2,2,"excluded","green","group_green_other",7,5,NA,"The member is a bad friend and person in general.",2,1,"stability_other5","locus_other5"
